Journals,Sentiment
ed is a good friend of mine.  he rang the bell an dthere he was.  he delivered my mail to me as he often does.  we chatted for a bit and he had his dogs with him.  he is such a good and kind person and it is always a delight to see him,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5067567567567568
}"
felt upset and disappointing because I did not exercise alot,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8919270833333334
}"
Can we be better than this or what is different.  We must look forward to our families and our life for better with the blessing of our friends support.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6915322580645161
}"
iI enjoy my work and know that it helps many others in my teaching the pre k children I reach out to the children and to the parents and extended families .I also enjoy working as a Turker enjoying the surveys of varied hits.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7331730769230769
}"
That I am very lucky to have the person that you do.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.916466346153846
}"
God is very important in my daily life as He gives me guidance. I pray to Him every single day to give thanks and pray for the important things in my life.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7251838235294118
}"
Exercising whenever I have a chance is very important to maintain my current fitness at my age. Being diligent with exercise is very important to keep your shape.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6314338235294118
}"
Lifted weights along with some pullups pushups and stationary bike. Felt so good when done blood flowing relaxed vibrant released a lot of stress from the changes occurring at work.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.46912202380952384
}"
Eating good food is enjoyable.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9308035714285714
}"
"I exercise everyday, this is to help me maintain a healthy weight and healthy lifestyle.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7604166666666666
}"
I also was so happy to sleep in my own bed after a relaxing day with my family.  Being away for 5 days really makes you appreciate being home and catching up on sleep!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8947368421052632
}"
"When I got home from the day of manual labor I still had some energy so I convinced myself to go for a short run. Afterwards I came home and took a shower. I was pleased that I pushed myself physically that day, and felt accomplished as I plopped down onto the couch after a long day of exerting myself and being patient.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5381493506493507
}"
I had kept a promise to myself that I would keep a certain fitness routine. I had felt like I didn't want to do it yesterday but I reminded myself that I had committed myself to doing it and it would only take a specific amount of time and once it was done I would be done with it. I was proud that I kept my promise to myself and that I completed it.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5372740963855421
}"
"i am proud of my work , work has been so good , great customers","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5959201388888888
}"
"I got a fair amount of work done yesterday, it was a productive day and I felt proud about all the good work I did.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9014008620689656
}"
"I learned that a band I really like is coming to town, so I purchased tickets. I'm really excited to go!","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8599537037037037
}"
"I practice archery often and am able to do that in our large area in the backyard.  This is one of my passions.  I've been at it for many years.  I love the competition but usually stay here to practice and enjoy my alone time.  It's exciting to see my progress and especially when I master a new tactic.  Recently I've been using a device that allows me to ""scope"" the target.  I'm getting better and know that there's always room to improve.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5685763888888888
}"
"I'm equally happy about my health. If I'm strong and healthy, I can be able to undertake my daily activities without any problem.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.875
}"
"Without my health, I have nothing to sustain long term happiness. I feel very secure in my health.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.03166852678571429
}"
"When I spend time with my partner and daughter, I feel calm, happy, and satisfied. We argue sometimes, but mostly we are super close and love hanging out together.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6526785714285714
}"
"My health is good today. Usually I have migraines, but I am oddly hungry.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.01695556640625
}"
I don't have much time after working all day so this is really just meh.  I watched a little TV while we ate dinner until we went to bed.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.3342013888888889
}"
"I was able to go outside with my wife who has cancer to a local park which was surrounded by trees, very quiet as only a few people were around and with 2 small man-made ponds with free.  It was a good break in  the day from all my work on  the computer as well as to spend quality time with my wife in a natural  setting. I thoroughly enjoyed it.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7610294117647058
}"
For dinner my wife and I decided to make pasta. We were low on everything else but we had noodles and some sauce. We added some italian seasoning and some red pepper flakes. It actually tasted excellent! It reminded me of my childhood.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.40024038461538464
}"
Nice to spend time with my wife at the end of a bad day at work. We had a few drinks and a few laughs which provided some much needed relaxation.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7297297297297297
}"
"My spouse and I met our best friend for dinner and had a great time all together. We talked for hours, laughed, and ate some really delicious food. The whole night left me feeling entertained, content, and happy that my spouse and I have such a close friend from childhood still in our lives. He is like a brother to both of us.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8370833333333333
}"
I was able to get all of my work done yesterday. I was surprised due to all of the interruptions and such but it is all completed.  I feel satisfied because I accomplished the goals I set out to meet for the day.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7649739583333334
}"
I was able to take a really good nap the other morning. I was able to cuddle with my cat and it felt so relaxing and calm. It's exactly what I needed.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8971036585365854
}"
My son and I tried out the new Greek Restaurant for dinner. It was wonderful and i think it will be one of our new favorites!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8491379310344828
}"
Found out I have kidney issues.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5920758928571429
}"
"I ate out last night, something I don't do very often. I had a delicious hamburger and french fries along with Coca Cola and it was so satisfying, even if it wasn't healthy.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5375
}"
i had a good workout ad consider fitness and exercise important to my identity and well being.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8615056818181818
}"
Per usual I was able to chat with my significant other at the end of night. We talked about our day and planned what we were going to do on the weekend. It always enjoyable when I get to talk to her. She is my love of my life.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7123842592592593
}"
My daughter and I plan to go to the gym together. She has a membership that allows her to bring a friend.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7860576923076923
}"
Cooking is one of my favorite times of the day. I enjoy cooking...and eating.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8930921052631579
}"
"After a day of fulfillment, I satisfied when I go to bed.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8557291666666667
}"
Exercise is important because about a year ago I had several leg operations and I hope to be able to walk more confidently than I do now.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6622983870967742
}"
I had a very long day at work. I usually take the bus to and from work but today my husband picked me up on the way home from his work. My work is a bit out of the way from him so I really appreciated him coming to get me. I was finally able to relax once I got in the car and we were able to talk about our days.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.36953125
}"
I went to five guys and the food was better than i rememebered it being in the past,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7506510416666666
}"
I reached my goal of drinking one gallon of water yesterday. I haven't done that in forever!,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.2634171195652174
}"
I baked lemon bars late the night before and finally got to try them yesterday and they were delicious! They were super rich and I have to cut the pieces smaller but I was very proud of myself that I worked up the energy to bake them and that I did a good job.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7845394736842105
}"
I made home-made burritos and rice today. It was the perfect meal for a cold day.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8725
}"
I finally got a solid 8 hours of sleep yesterday.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8977864583333334
}"
"food is very important to me. without the delicious food i get to eat today that is provided by my shelter i would not be able to keep living, so i would say that is very important","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.15971235795454544
}"
It's really cool to see how my new boss handles things at his company. He's got a really kind attitude that I admire and want to cultivate for myself. It makes me have a lot of respect for someone who runs things like he does.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8627232142857143
}"
"I learned that my wife will mis another one of our dinner this Sunday because of her work. I've been patient with her, but I am starting to get frustrated and angry.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7309966216216216
}"
My health is something that makes me anxious but still over satisfied. I am calm knowing that things could be alot worse.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8179086538461539
}"
I bake for recreation and it is calming and fun for me.  I baked cookies last night and it felt relaxing and great.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8034855769230769
}"
Having enough money to buy food makes me happy and satisfied. God will provide.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8864889705882353
}"
I feel anxious because my business is not doing so well.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8717447916666666
}"
My team did a great job yesterday. I was able to report sales numbers for every single rep in my office yesterday. Everyone is on board to reach their quarterly/monthly goals.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8181089743589743
}"
"Yesterday I found out I was shortlisted for a big promotion at work. I've been at this job for 3 years and was so excited to hear that my efforts might pay off and help me to make a better life for myself, my husband, and my baby. to hear that","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7307291666666667
}"
One of my kids is have a hard time with his health so he is not sleeping well which means am not sleeping because am up with him almost allnight last night we only slept 4 hours,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.774390243902439
}"
Being helthy in life is very very important to insure that we are able to live a longer happier life. So that we can be there for our children.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7491776315789473
}"
I read yesterday and it helped calm me down from a stressful day at work.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5827205882352942
}"
"Last night, I had a long phone call with my best friend where we checked in on each other and just got to reconnect. I love my friend so much and I'm grateful for that.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5053353658536586
}"
My relationship with God is as strong as ever as I have counted on Him to get me out of tough times. My money situation hasn't been the greatest over the past few months and we are finally starting to see the light at the end of the tunnel and it is due to the guidance and wisdom that came from praying. Yesterday I took the time to thank God for the help in these areas.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4665178571428571
}"
I try throughout my day to always remember God is there watching and live accordingly and know he is there for me in prayer.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7211538461538461
}"
I slept well. I got up fewer times during the night . I feel pleased and refreshed.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4247159090909091
}"
I had to be in a different class than i usually was and the children that were in the class were not good listeners. So it was a bit frustrating.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8172743055555556
}"
"I have been exercising and working hard, but have little to show in terms of weight loss. I wish it would come off quicker like it did when I was in my 20's. I try so hard but the scale barely seems to budge. It is very frustrating and I don't know what more I can do.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5395220588235294
}"
My wfe told me she missed me when she woke up and I was not in bed. She went on and on about it. She was genuine and I felt loved and cared for.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.2234002976190476
}"
I had been traveling a lot over the holidays. I finally got a good night's sleep.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7223011363636364
}"
I was working the majority of the day otherwise.  But a lot of the tasks were repetitious.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.5546875
}"
"Though it was very tiring, i did do a bit more walking then I had been the past few days","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.556640625
}"
"After a long work week in which I worked 60 hours and two 14 hour days, it was nice to just relax and sleep the rest of the day. My body was sore from work and exercising the following day but it felt really good to rest my body on the soft bed.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4983836206896552
}"
I'm trying to become a better cook. Last night I made a very tasty macaroni and cheese with bacon and ranch. I altered the recipe a bit and it was delicious.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6909298780487805
}"
I wnet out with my friends for dinner and i had a lot of fun.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.896875
}"
My SO is recovering from a serious illness and has good days and bad days. Yesterday was a bad day for her and I felt so sorry for her. I wished there had been something I could do to make her feel wonderful but all I could do was help her and take care of her the best I could. She was glad to see yesterday end.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.06719805743243243
}"
"Having a great nights sleep is great, we all deserve to get a great nights sleep, and last night I totally was feeling the great amount of sleep I got last night.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8922697368421053
}"
my friends are a long time fixture in my life,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7911931818181818
}"
"at the end of the day, nothing is more comforting that  drink.  it is like a million little hugs.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.853125
}"
Finally having a night to go out and have some fun it was a much needed break and great for my mental health.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8834134615384616
}"
I really really enjoy bed time. lol. Every night when I crawl into bed it is the most relaxing part of my day. I think it may be one of the most favorite parts of my day ( aside from babysitting my grandbabies).,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8203125
}"
Made me get ready for today.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8616071428571429
}"
they really perked me up!  good times!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9125
}"
"Part of my son's birthday wish was to go to the indoor trampoline park. I'm not built for that. I was so tired the entire time I think I was going to a die a few times. I remember telling my wife, if I go down just assume I'm dead and find a new husband...","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.4383680555555556
}"
For dinner I had a Velveeta Gold Skillet. I never ever make this and now I know why. It was horrible. It tasted like puke. It was really gross and you could taste that it was not actually food. My family did not like it and I will not make it again.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7225378787878788
}"
"Laying down in my bed after a long day is the best feeling. I haven't been getting much sleep, so I try to just gain any hours I can.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.47466216216216217
}"
"I love my family very much! Everytime we talk, I feel a sense of pride and happiness.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8657670454545454
}"
I was proud becasue I was getting all my work done and finding things to finish and completes,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9019886363636364
}"
Last night I set aside a little time to play a computer game to relax. It was fun to just forget about the stresses of the day even for a little bit.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7010135135135135
}"
My friends and I were sending texts and refining details to make a surprise party for one of our friends.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5208333333333334
}"
"I have to keep reminding myself to pray and remember that I am not really in control in this life, too much. I just tried to repeat Lord have Mercy when I was frustrated or upset, which seemed to be alot, and it truly helped me through the day.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.36814692982456143
}"
I was satisfied to eat some scrumptious food.  It was wonderful to taste the good flavors.  I did feel guilty though that I ate all those calories.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.38788006756756754
}"
I like taking care of myself physically and how it makes me look and feel.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8818359375
}"
I caught up with a good friend for lunch that I had not seen in awhile. It was nice to catch up and we had talked about making some plans for the future.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7048611111111112
}"
"The long day on my feet, and doing the 10,000 steps of walking made me feel frustrated that I still had some pains with the exertion but also happy that I am getting back into shape little by little. Balancing it all out with work and having to do it on my own is making it an easier task to meet daily.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.27633928571428573
}"
I made a roast.It was good.I cut up alot of healthy vegtables in it.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8483796296296297
}"
"I made an appointment to get my cat fixed, vaccinated, etc. I'd been really stressing about this for the last few weeks, because of several factors. She's a former stray and not all vets are willing to treat her decently - the first place I called wanted me to bring her in in a trap and tip her ear, like a wild animal! Also, because she's a stray I have no idea how old she is, but she looks more than old enough to have kittens, and I can't afford them, so I was in a hurry to get her fixed. Now that I have an appointment for next week, at a place that will actually treat her like a PET, which she IS, I feel better. I still have to figure out how I'm going to get her into the cat carrier that morning - I fully expect her to panic over some noise or other the night before, hide under the bed and refuse to come out - but at least it's only ONE thing to worry about, and after that, it's all downhill unless she gets an infection.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.236875
}"
I don't get enough sleep. I sleep in spurts throughout the day and am always tired. If I take sleeping pills they knock me out for two days and I don't get anything done. It's very frustrating.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8054846938775511
}"
I didn't exercise yesterday.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7840401785714286
}"
"At the end of the evening I talked to my mom on the phone and we talked about the trip I just came back from. It was fun to talk to her, she was so interested in the details of our trip and so positive. She's such a great person.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6014254385964912
}"
For God allow me to live another on this earth with my love one I am glad and feel blessed.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8392857142857143
}"
I was able to sleep peacefully for the first time in three days. I was glad.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.903125
}"
"I am working hard, spending a lot of time outdoors and I feel very healthy and happy about that fact.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.891983695652174
}"
Doing yoga helps me feel awake and alert and comfortable in my body,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8359375
}"
I talked to a friend yesterday that I have not talked to in a long time. Catching up with him was really interesting and exciting. I wish we could do that more often.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.43349358974358976
}"
I played with my kittens and they always make me laugh. They know how to put a smile on my face when they chase lasers and feathers.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7533143939393939
}"
"Well, I got the biopsy results and they were benign. Hallelujah!","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7152777777777778
}"
Even though I was so busy I was able to fit in a work out and it felt really good.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7459239130434783
}"
"We all retired early for the night and were able to get a full night's rest for the first time since, well, I cannot even remember! We woke up well-energized and ready for the day!","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7652925531914894
}"
"After working out, I came home and browsed the internet and played video games. I felt pretty calm and normal for the duration of it.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5514547413793104
}"
I talked to my romantic partner briefly yesterday after work. We are both very busy and haven't seen each other much so it was nice to talk to him even for a few minutes.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.18017578125
}"
"Sleep calms me down so much and it is an amazing thing overall. It is one of the best feelings because it recharges you and prepares you for the next day, that is satisfaction in itself.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9010416666666666
}"
When I got home from the card tournament my girlfriend surprised me with some chicken fajitas. I was really hungry and these are one of my favorite things to eat so I was super grateful!,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7263808139534884
}"
having my family together for dinner. its always a good thing,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9080528846153846
}"
I spent the rest of the evening playing Sims 4 because I just bought an expansion. I built a house and made a happy family and lost myself in the simple tasks in the game. I felt peaceful enough that I was able to go to sleep soon after.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8431919642857143
}"
after working a long hard day I enjoy being the wife,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6399739583333334
}"
"I was surprised to get a message from a friend from long ago, but I was really happy to hear from her. She was my best friend in college, so it brought back some memories that were very nice to recall and reminisce on. I think I'd like to talk to her more often, if I can remember to. I've just been so busy every day, it's hard to remember to talk to other people sometimes.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4706829896907216
}"
OUr friends went walking with us. We enjoy spending time with them,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8072916666666666
}"
I have been having problems sleeping lately.  This week I started taking something to help me sleep better at night and it works great.  I sleep like a log and woke up feeling like a spring chicken.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.35065406976744184
}"
It was a really easy day at work so I got to spend a good chunk of it turking and making some extra money,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8526785714285714
}"
At my parents house they made a delicious steak dinner with sweet potatoes salad and a dinner roll and it was wonderful to have such a delcious meal while surrounded by family.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.87421875
}"
After my nap I tried to do some online survey but I was all foggy and disorented and only lasted attempting to work for a few hours before I layed down again,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6838942307692307
}"
"I was hoping to get a good night's sleep.  However, while very tired prior to going to bed, I just laid there for about an hour wide awake.  Finally got up and watched TV until I got tired again.  Only managed to get a total of about 4 hours sleep.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.22838541666666667
}"
I tried a vegetarian burger that everyone has been talking about. It was ok but not that great. Not sure if I would pay so much money for it again.,"{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.27871621621621623
}"
"In the morning, I went to the gym and attended a Zumba class. After the class was over, I felt really satisfied with my exercise and was glad I did it.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6710304054054054
}"
"I went to sleep after the appointment, much earlier than usual.  The tests and stress of it all exhausted me.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.6453804347826086
}"
I have attempted to make red velvet macarons a few times now and the first batch that I did yesterday failed. However my second batch turned out just right I was really proud of myself and excited for what I had accomplished.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.4617686170212766
}"
"It was really nice to get out of the house to hike with friends. It was a good use of my time and I enjoyed it immensely. I was so tired afterwards that I didn't have any energy to do much else but its ok, the hike was totally entertaining.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5514547413793104
}"
I played a video game. It was fun.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8082386363636364
}"
"I learned a long time friend died a few days ago. I live far away and have not had contact with this friend in a few years. This person was very close to me for many years and I frequently think about him. One of the things he wanted so much for me was to return to the Catholic church. I downloaded a Catholic prayer app on my tablet and read some of the prayers as I thought about the great impacts this person had on my life. I have never given up on God, just the Catholic church because of some of the doctrine that doesn't make sense to me. I appreciate that I was able to link back up to God in this familiar way from my past.","{
    ""sentiment"": ""neutral"",
    ""sentiment_score"": 0.18482448630136983
}"
"got a great nights sleep after taking nyquil for my cold.  didnt wake up once, not even to pee until 830 am! a new record i think!","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5274390243902439
}"
Had a meeting with our owner about our losses it was not good we are in the hole financially big time.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8274456521739131
}"
My job laid me off. I knew it was coming so i was not surprised but i was frustrated that i have to find a new job now and anxious that i will not have enough income this month.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.7649456521739131
}"
I got done with work a bit early yesterday and that made me excited as it gave some free time to do a few things that are more fun.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.81591796875
}"
I got to bed close to the time I wanted to. That's challenging some days due to house work.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.39572010869565216
}"
I was acting very worried for no good reasons and realized how silly I felt.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.8642578125
}"
It felt good to run and let out some energy from the day.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9280133928571428
}"
I walked for 3 miles yesterday which is more than my target for a day,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7564338235294118
}"
I ate a bunch of Taco Bell. This was pretty gross and ruined any gains made during my workout.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.73625
}"
I enjoyed spending family time in the evening. I always enjoy my time with all of them.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9375
}"
I was able to go to church yesterday and that was what really set my day to be a good day. I like when I am able to have time to establish my faith and to participate in a church service.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8843085106382979
}"
I worked really hard at work yesterday. So much without a break that i pretty much crashed when my head hit the pillow. I felt so tired that I hope i get enough sleep to reenergize myself for tomorrow.,"{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.4983377659574468
}"
"Work was the usual gamut of occasional struggles and satisfaction when things were going well. It's been really time-consuming, but so far a positive week for working extra hours and getting a little more pay.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.40208333333333335
}"
"Managed to do really well at work yesterday, which was a great feeling.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9034926470588236
}"
I felt quite excited satisfied and happy to complete my exercise routine.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.9314903846153846
}"
We got to go out hiking after the fact. It was really nice to get some fresh air and very refreshing.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8226902173913043
}"
I feel so proud to have such amazing friends in my life. Over the past few years I have found friends that feel like family. With my friends around I feel happy an my life feels full.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8765625
}"
I rode my bike to work today. It is a good day every time you ride to work.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.84375
}"
"I enjoyed baking scones yesterday. The recipe was a new one -- a copycat of a scone I can't get at a particular store any more -- and it turned out really well (and was simple to make, too). It's terrific!","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.5682291666666667
}"
"I made a big dinner for myself last night, and it really hit the spot. I really enjoyed and savored my meal. I think I needed a good helping of comfort food last night, because my day was busy and I needed to replenish nutrients.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.73046875
}"
"I made a steak, something I dont have often, but felt like celebrating and it was delicious. I got a porterhouse and cooked it medium well on my stove top grill. I paired it with my favorite wine and had a baked potato and Brussels sprouts   as my sides","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6477754237288136
}"
I was already in happiness thinking of my work which made my sleep very peaceful after my partner convinced me with the gift for my success at workplace.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.8577586206896551
}"
"Since I do enjoy my sleep, I was glad I felt refreshed after sleeping all night. I consistently use my CPAP machine, which helps immensely. To think I almost didn't take the machine seriously. I'm glad I did because It makes a huge difference in my sleep.","{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7354166666666667
}"
I finally got to try a new BBQ restaurant that I have been wanting to go to for a while it was very good better than expected.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.80625
}"
I pray ever night for my friends and family. This gives me great satisfaction and comfort that God will look after these people.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.858125
}"
"I usually enjoy watching YouTube, but I've been so focused on work lately that I couldn't. Yesterday, I would just sit there with a video playing not paying attention. There was just too much to think about. I was frustrated that I couldn't even enjoy my little time of freedom.","{
    ""sentiment"": ""negative"",
    ""sentiment_score"": -0.4399801587301587
}"
God was a salient thing because without his blessings I am no one. I felt yesterday he was watching over me greatly and the results of my day was wonderful because of him.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.6402243589743589
}"
I received a text from a friend asking for any prayer requests.  It was a surprise but a good one. I felt valued to know that this was something  she would ask for.,"{
    ""sentiment"": ""positive"",
    ""sentiment_score"": 0.7171875
}"
